sep=,
"Cliente","Vd","Nome","Ano","TOTAL","Janeiro","Fevereiro","Março","Abril","Maio","Junho","Julho","Agosto","Setembro","Outubro","Novembro","Dezembro"
="4155",="06","J Rocha & Sousa, Lda","2022","678","420","0","0","0","0","0","0","185","14","44","0","15"
="2362",="06","Constantino Fernandes Oliveira & Filhos, SA","2022","974,28","141,6","0","0","0","0","350,25","0","0","0","0","0","482,43"
="2394",="06","Orlando & Ferreira, Lda. (Serralharia Mecânica)","2022","288,16","0","26,2","20,6","0","72,96","124,4","0","0","33,4","10,6","0","0"
="2398",="06","Arménio Freitas Camões, Lda.","2022","20568,64","349,24","1211,76","2135,14","1785,21","532,28","4239,29","808,28","789,25","1466,11","2400,41","2337,98","2513,69"
="2416",="06","Felino Fundição Construções Mecânicas, SA.","2022","2068,98","291,33","17,2","297,58","0","292,33","0","124,74","0","185","424,47","0","436,33"
="2474",="18","Duartecruz Fábrica Plásticos, Lda.","2022","238,74","53,08","57","0","0","78,76","0","0","7,5","13,78","0","28,62","0"
="2516",="30","Rectificadora JPP, Lda.","2022","2534,89","243,99","0","331,05","73,45","0","0","570,39","235,5","250,2","-126,65","866,8","90,16"
="2612",="08","F Caixeiro - Industrial Solutions, Lda","2022","560,75","0","0","0","75","26,55","98,5","30","79,5","132,2","76,1","0","42,9"
="2631",="30","Aficor Afiamentos, Rep. Ferramentas Corte, SA","2022","457,25","0","0","0","0","0","78,75","0","0","0","79,5","299","0"
="2687",="06","Turbogás Produtora Energética, SA","2022","600","73","0","39","125,6","78,4","69,2","0","0","32","182,8","0","0"
="2711",="12","JVAL Joaquim Valente Almeida & Filhos, Lda.","2022","24,35","0","0","24,35","0","0","0","0","0","0","0","0","0"
="2760",="06","NS Máquinas Industriais, Lda.","2022","6468,94","1308,41","0","265,5","1044","330","4514","-2663,35","0","662,73","514,48","194,8","298,37"
="3137",="30","Cei Companhia Equipamentos Industriais,Lda","2022","7716,92","750,26","857,87","145,45","883,72","786,3","475,34","1047,52","396,7","532,7","229,7","757,3","854,06"
="3186",="08","Carapinheirense Máquinas Automóveis, Lda.","2022","146","0","146","0","0","0","0","0","0","0","0","0","0"
="3303",="30","Vanja Máquinas Peças Acesórios, Lda.","2022","128,5","0","0","0","0","0","128,5","0","0","0","0","0","0"
="3307",="08","Fermorgado Fabrico Com. Moldes, Unip., Lda.","2022","28,75","0","0","0","0","0","28,75","0","0","0","0","0","0"
="3434",="12","Armando Ferreira Santos, Lda.","2022","302,2","0","0","0","206,6","0","95,6","0","0","0","0","0","0"
="3472",="06","Joaquim Sousa Martins, Lda.","2022","2927,97","101,7","165","467,6","0","0","205,4","1043,85","126","294,5","85,52","413,6","24,8"
="3520",="06","Sociedade Metalurgica J R Oliveira, Lda","2022","1087,7","70,53","0","100,43","297,33","120","288,48","35,1","0","175,83","0","0","0"
="3538",="30","António Neves Santos","2022","1108,25","159","86","70","355,33","124,62","-65,33","127,03","127,6","0","0","0","124"
="3606",="05","Kristaltek – CNC Precision, SA","2022","25705,31","2978,86","2620,47","2833,55","958,84","2479,58","2476,88","2930,65","1026,56","3581,68","1282,56","1381,44","1154,24"
="3699",="11","Manuel E Miranda, Lda","2022","81,46","0","0","0","0","0","0","0","0","81,46","0","0","0"
="3735",="06","Universidade Porto - FEUP","2022","110,7","0","0","0","0","0","0","0","0","0","0","43,8","66,9"
="3766",="30","AMOB Máquinas e Ferramentas, SA.","2022","1206","1206","0","0","0","0","0","0","0","0","0","0","0"
="3804",="08","Dionisio José Gomes Neves, Lda","2022","150,13","0","0","0","0","0","68,88","0","0","81,25","0","0","0"
="3823",="06","Barboflex-Flexible Solutions, S.A.","2022","438,49","0","0","0","98,5","106,5","0","0","0","0","0","233,49","0"
="3848",="08","Maqwork Maquinação de Metais, Lda","2022","797,63","28","0","0","0","0","0","0","75,23","94,4","0","600","0"
="3853",="05","Gervásio Alves Soluções Prod. Unip., Lda","2022","1423,99","0","184,54","5,31","0","0","0","0","0","0","0","448,52","785,62"
="3902",="06","FMP - Fly Mecânica de Precisão, Lda","2022","805,97","0","0","0","0","0","0","272","0","0","0","646,77","-112,8"
="3935",="30","Dralmaq Com. de Máq. e Ferramentas, Lda","2022","48,8","0","0","0","48,8","0","0","0","0","0","0","0","0"
="3978",="06","WRK LDA","2022","1401,91","0","367,1","149,5","0","111,5","0","0","0","403,35","158,93","211,53","0"
="4056",="16","Precisometal, Lda","2022","141,8","0","0","0","0","0","0","0","0","0","0","141,8","0"
="4174",="06","Mecaltex - Mecânica Geral de Precisão, Lda","2022","203,5","0","49,5","0","0","23","0","0","0","0","131","0","0"
="4178",="10","Fersilva - Comércio de Máquinas e Ferramentas, Lda","2022","592,35","335,88","0","0","0","256,47","0","0","0","0","0","0","0"
="4221",="06","FVB - Serralharia Unipessoal, Lda","2022","368,9","0","0","0","51,75","0","31,95","0","0","0","0","285,2","0"
="4229",="11","Fastermill Unipessoal, Lda","2022","1377,51","0","43,75","0","193,03","66,79","-33,6","127,06","375,24","151,54","357,6","96,1","0"
="4268",="06","EVERYTHINK, LDA","2022","122,01","0","22","0","37,4","0","62,61","0","0","0","0","0","0"
="4312",="05","Jorge Orfão - Unipessoal Lda","2022","44,65","0","0","0","0","0","0","44,65","0","0","0","0","0"
="4316",="12","Sermocol - Serralharia de Moldes, Cunhos e Cortantes, Lda","2022","2972,97","302,1","228,9","78,5","354,26","72,35","121,1","202,25","0","1032,2","76,4","345,37","159,54"
="4342",="08","ROBERTO PEREIRA, LDA","2022","226,58","0","0","226,58","0","0","0","0","0","0","0","0","0"
="4375",="06","Boaventura Nepomuceno da Silva Dias","2022","77,8","0","0","0","0","0","77,8","0","0","0","0","0","0"
="4379",="06","Seristylu - Mobiliário Decorativo, Lda","2022","379,73","0","0","0","0","100,38","0","279,35","0","0","0","0","0"
="4399",="06","TRAMA TRANSFORMADORA MADEIRAS SA","2022","168,4","0","84,2","0","0","0","0","0","0","84,2","0","0","0"
="4464",="08","VITOFRESA LDA","2022","353,4","131,1","0","0","222,3","0","0","0","0","0","0","0","0"
="4465",="30","PROMAQUETES, LDA","2022","637,41","0","43,95","220,65","0","0","274,81","98","0","0","0","0","0"
="4509",="05","GASPAR LOPES COSTA LEITE E FILHOS LDA","2022","193,13","0","0","0","0","0","0","0","0","0","76,61","116,52","0"
="4514",="10","ELO FABRICA NACIONAL MATERIAL AUTOMOVEL SA","2022","273,25","0","36","0","54,75","0","36,5","18,25","0","0","36,5","54,75","36,5"
="4528",="05","DAMABEL IMPORTAÇÃO E EXPORTAÇÃO LDA","2022","791,61","0","146,9","0","0","223","54,85","0","0","0","155,1","211,76","0"
="4538",="11","MARTINS ANASTACIO LDA","2022","14753,3","891,89","1027,72","548,38","1540,38","1313,93","1394,89","210,59","733,66","3358,82","1118,74","615,78","1998,52"
="4543",="05","M A PEREIRA AZEVEDO E IRMAO LDA","2022","91","0","0","0","0","0","0","0","0","0","0","91","0"
="4545",="10","Univ. Porto - Fac. Ciencias da Nutrição e Alimentação","2022","0","0","0","0","0","0","0","0","0","0","0","0","0"
="4550",="08","PTKM LDA","2022","103","0","0","0","0","0","0","103","0","0","0","0","0"
="4562",="30","SOLUÇÕES MECANICAS - MANUEL BORGES SOCIEDADE UNIPESSOAL LDA","2022","776","0","0","0","0","0","0","0","0","0","0","0","776"
="4583",="30","GUIMALVES - INDUSTRIA DE METAIS LDA","2022","18800,11","74,55","17042,91","24","-326,59","617,68","0","431,06","0","155,35","140","199,85","441,3"
="4604",="08","Dominique Manuel Antunes","2022","4051,05","160","431,05","0","0","0","0","4150","-690","0","0","0","0"
="4617",="30","SOLUMAQ - MAQUINAÇÕES DE PRECISÃO LDA","2022","309,86","0","35,55","241,06","79,33","0","0","-46,08","0","0","0","0","0"
="4643",="05","MetalReveste, Lda","2022","776","0","0","0","0","0","0","0","0","776","0","0","0"
="4654",="12","Edsontech, Lda","2022","167","0","0","0","0","167","0","0","0","0","0","0","0"
="4710",="11","ROBUSTOOLS UNIPESSOAL LDA","2022","24461,29","2313,87","849,32","2738,03","1361,93","1656,64","450,72","1933,6","1578,64","3792,38","1841,21","2196,48","3748,47"
="4734",="30","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","2022","808,23","150,2","187,4","0","181,76","21,75","0","69,38","88,2","0","68,59","40,95","0"
="4757",="30","MTVD 2, LDA.","2022","663,36","166,5","60,55","0","415,12","0","15,39","5,8","0","0","0","0","0"
="4772",="30","MADIL - ACESSÓRIOS INDUSTRIAIS, LDA","2022","165,4","0","0","0","0","0","0","0","0","0","165,4","0","0"
="4780",="30","GNT - GRANITOS DO NORTE LDA","2022","495,2","0","0","0","0","0","0","0","437,7","0","0","57,5","0"
="4792",="12","INCREDIBLE VANGUARD LDA","2022","2228,22","0","0","0","292","615,22","0","0","106","1085,1","365,4","-235,5","0"
="4818",="10","HENRIQUES E HENRIQUES SA","2022","1058,85","0","151,2","175","124,3","0","275,4","49,95","0","0","0","283","0"
="4922",="10","CO2 COMPANHIA A 2 LDA","2022","73,94","0","0","0","12,83","0","0","0","0","0","61,11","0","0"
="0073",="06","António Almeida Bernardes & Filhos, Lda.","2022","2544","1349","0","1195","0","0","0","0","0","0","0","0","0"
="0074",="30","A Cruz, Lda.","2022","309,78","51,75","72,48","0","0","44","51,55","0","48,5","0","41,5","0","0"
="0084",="30","Serralharia António F Leão Oliveira & Filhos,Lda.","2022","789","0","0","0","195","0","150","0","0","222","222","0","0"
="0088",="06","A Reis & Filho, Lda","2022","912,7","0","0","0","155","0","643,8","0","113,9","0","0","0","0"
="0217",="05","Sulnor Indústria Metalomecânica, Lda.","2022","78333,72","0","360,57","220,65","381,52","220,65","236,55","288,81","0","247,41","304,15","852,76","75220,65"
="0362",="06","Sanefil Indústria Electro-Erosão, Lda.","2022","77,5","0","0","0","0","0","0","0","0","0","0","77,5","0"
="0479",="05","Joaquim Silva, Herdeiros","2022","2699,35","0","174,2","231,2","207","48,25","0","1995","0","0","0","43,7","0"
="0489",="30","Minhoteira Componentes P/Fogões, Lda.","2022","169,65","0","0","0","0","0","169,65","0","0","0","0","0","0"
="0603",="30","Metalúrgica Progresso Vale Cambra, SA.","2022","476,35","0","71,55","0","0","0","0","0","0","404,8","0","0","0"
="0623",="08","Moldene Indústria Moldes, Lda.","2022","584,38","72,48","0","138,71","79,93","37,16","11,18","0","77,03","167,89","0","0","0"
="0677",="08","Pequelisse Mecânica de Precisão, Lda.","2022","309,15","0","0","0","0","309,15","0","0","0","0","0","0","0"
="0782",="30","Silva, Santos & Irmão, Lda","2022","799,42","0","741,52","-149,7","0","207,6","0","0","0","0","0","0","0"
="0809",="11","Sociedade Rolamentos, Sdr. SA.","2022","209,88","61,83","167,58","-118,26","21,06","15,3","62,37","0","0","0","0","0","0"
="1058",="30","Quantal Laser Tecnologia, SA.","2022","288,5","0","0","343,8","-55,3","0","0","0","0","0","0","0","0"
="1110",="30","Mecicrol Fab. Máq. Transf. Mármores Granitos, Lda.","2022","1209,04","167,83","242,13","20,55","172,65","0","175,78","0","0","125,76","54,86","0","249,48"
="1141",="11","FAGIR de SCPG, S.A.","2022","571,2","78,87","0","0","96,23","0","0","287,44","0","108,66","0","0","0"
="1175",="06","Silva & Lima, Lda.","2022","792,29","0","83","0","238","142,7","218,43","0","0","0","0","0","110,16"
="1203",="05","AL-Manutenção Industrial, Lda.","2022","2616,22","324","0","323,28","61,94","35,4","107,16","451,66","0","230,42","465,85","391,72","224,79"
="1357",="12","Esmalglass Portugal Produtos Cerâmicos, SA.","2022","150,6","0","0","0","0","0","0","0","0","0","0","150,6","0"
="1470",="06","Júlio Nogueira Rodrigues & Cª., Lda.","2022","3606,79","22,5","40,1","2162,25","594,4","177,5","262,18","0","0","0","0","347,86","0"
="1497",="06","MBR Moldes Batista & Rocha, Lda.","2022","906,3","0","0","0","139","489,8","0","112,5","0","0","0","0","165"
="1617",="08","Magager Máquinas Agrícolas Industriais, Lda.","2022","376,69","0","0","0","251,79","0","0","0","0","0","83,2","41,7","0"
="1717",="06","Frezimaia Metaloprecisão, Lda.","2022","2004,33","567,28","102,4","241,92","0","124,8","88","209,1","138,6","21,6","0","431,13","79,5"
="1731",="12","Vitor Santiago, Lda.","2022","826,63","0","0","0","125,3","91,75","0","0","0","0","101,6","0","507,98"
="1801",="12","Paulo Ferreira & Henriques, Lda.","2022","178,8","0","0","0","89,4","0","0","0","0","89,4","0","0","0"
="1976",="11","Oxiguima Comércio, Gás Máquinas, Lda.","2022","74,22","0","74,22","0","0","0","0","0","0","0","0","0","0"
="2032",="13","Duarte Maximino Alves","2022","104,36","0","0","0","0","0","0","0","0","0","104,36","0","0"
="2093",="08","Masimac, Unipessoal, Lda.","2022","1590,02","91","-45,5","240","54","705,9","0","74,4","0","49,69","0","190,53","230"
="2127",="08","Valdemar Metalomecânica Serviços, Lda.","2022","2039,4","210,6","15,75","0","170,4","1201,7","0","46,4","27,9","179,45","0","42,5","144,7"
="2206",="30","OLI Moldes, Lda","2022","2477,1","0","0","0","0","1658,3","214,7","119,6","0","64,8","251,3","0","168,4"
="2347",="12","Vismoldes Indústria de Moldes, Lda.","2022","103,95","0","0","0","0","0","0","0","0","0","0","103,95","0"
="2522",="06","Polónia Indústria Moldes, Cunhos Cortantes, Lda.","2022","5,7","0","5,7","0","0","0","0","0","0","0","0","0","0"
="2603",="05","Pontes & Pontes, Lda.","2022","395,6","0","0","0","290,8","49,8","0","0","0","55","0","0","0"
="2834",="08","Telmo Manuel Rosa Rodrigues Sousa","2022","35,9","0","0","0","35,9","0","0","0","0","0","0","0","0"
="2899",="30","J Ferreira & Jesus Ind, Ferra. Corte Madeira, Lda.","2022","134,5","0","0","0","0","0","0","0","0","0","107,7","0","26,8"
="3132",="08","António Ramos Rato","2022","332,9","141,6","191,3","0","0","0","0","0","0","0","0","0","0"
="3160",="12","Imanuel François Rodrigues Moreira","2022","437,4","0","0","0","0","0","0","0","437,4","0","0","0","0"
="3221",="08","Abilio Lains (Estatuarte)","2022","135,09","0","0","135,09","0","0","0","0","0","0","0","0","0"
="3255",="12","Nexxpro Fábrica Capacetes, S.A.","2022","1723,6","76","284","0","340,8","340,8","0","0","372","0","0","310","0"
="2944",="06","Autoconceptus Projectos de Engenharia, Lda.","2022","2820,62","611","0","730,28","33,2","0","160","269,1","0","0","1017,04","0","0"
="3139",="11","Fernando Luz Ruivo, Lda.","2022","281,6","0","232,22","0","0","0","0","0","0","49,38","0","0","0"
="3211",="06","Valportas – Portas e Automatismos, S.A","2022","990,5","0","324,5","240,6","0","0","336","0","0","19","0","0","70,4"
="3308",="05","Fernandes & Guedes, Lda.","2022","1512,65","0","0","0","0","0","0","87,2","0","0","0","0","1425,45"
="3427",="30","Sistecaut Sistemas Tecn. Automação, Lda.","2022","255,2","255,2","0","0","0","0","0","0","0","0","0","0","0"
="3501",="10","LY Lyon Construções Manut Metalomecanicas, S.A.","2022","407","0","0","0","0","0","0","0","0","0","407","0","0"
="3540",="30","CAMARC  SA","2022","70,81","0","0","0","0","0","0","0","0","0","70,81","0","0"
="3567",="30","Afipre Ferramentas de Corte, Lda.","2022","448,9","0","0","288,6","0","0","0","0","0","160,3","0","0","0"
="3751",="12","Manufacturas Santos, SA","2022","212,9","212,9","0","0","0","0","0","0","0","0","0","0","0"
="3835",="08","Gaspar & Neves Metalomecânica, Lda","2022","1908,48","0","0","82,55","164,58","0","0","-82,55","536,95","255,05","103,4","697,45","151,05"
="3843",="08","Pervedant Perfis e Vedantes, Lda","2022","1749,77","671,42","-1294","0","380,17","162,68","0","1111,5","0","718","0","0","0"
="3846",="06","Asgo Tecnol. p/Ind. Alimentar, SA","2022","3660,44","0","799,52","193,6","433,76","563,36","0","0","201,9","948,61","91,31","90,16","338,22"
="3958",="06","Joaquim Alberto Teixeira de Castro","2022","274,81","0","0","0","0","0","0","0","0","274,81","0","0","0"
="3279",="30","Manuel Bastos Silva","2022","149,63","0","0","0","0","0","0","0","0","0","0","0","149,63"
="3362",="30","Tavares & Tavares Ind. Metalomecânica SA.","2022","528","0","0","0","0","0","0","0","0","0","0","528","0"
="3373",="30","Maquistrong, Unip., Lda.","2022","98,5","0","98,5","0","0","0","0","0","0","0","0","0","0"
="3402",="06","Polimais Equipamentos Industriais, Lda,","2022","86,1","0","0","0","0","0","0","86,1","0","0","0","0","0"
="3430",="05","Soldaduras Oliveira & Teixeira, Lda.","2022","481,35","0","172,6","0","68,75","0","0","240","0","0","0","0","0"
="3517",="30","Edalmoldes Indústria Moldes Ferramentas, Unipessoal, Lda.","2022","20630,24","0","314,4","212,8","718,35","221,14","70,63","0","18206,86","119","213,3","553,76","0"
="3528",="06","Fluviserra Serralharia Mecânica, Lda.","2022","165","0","0","0","165","0","0","0","0","0","0","0","0"
="3543",="05","Serafim Fertuzinhos, SA","2022","5185,5","447,2","508,7","418,8","990,91","0","0","1135,8","0","0","1119,03","565,06","0"
="3587",="12","Duritcast, SA","2022","169,6","55,05","114,55","0","0","0","0","0","0","0","0","0","0"
="3717",="08","Otar Tec. Avançada Recuperação, Lda","2022","829,36","0","0","0","0","0","0","0","0","0","0","829,36","0"
="3785",="12","Solalva Mecânica de Precisão, SA","2022","44,75","44,75","0","0","0","0","0","0","0","0","0","0","0"
="3817",="11","T Cunha, Lda","2022","76,25","0","0","0","11,29","0","0","0","0","64,96","0","0","0"
="3827",="11","Gumaster Ferram. Técnicas Inov., Lda","2022","210,85","0","108,15","0","102,7","0","0","0","0","0","0","0","0"
="3929",="30","Beirindústria - Beirin Lda","2022","705,67","0","117,04","235,84","234,08","118,71","0","0","0","0","0","0","0"
="3947",="11","Mafermaq - Máquinas Ferramentas Unip., Lda","2022","2158,28","102,63","62,23","515,1","58,55","231,98","88,94","81,71","167,94","36,8","22,02","69,62","720,76"
="3972",="30","Pratinox - Metalomecânica, Lda","2022","149,8","149,8","0","0","0","0","0","0","0","0","0","0","0"
="3989",="13","Rolnorte Comércio de Rolamentos, Unipessoal Lda","2022","33,72","0","0","0","0","0","0","0","0","0","0","0","33,72"
="4026",="16","Prenso Metal, Lda","2022","267,5","0","267,5","0","0","0","0","0","0","0","0","0","0"
="4104",="30","Carlos Vidal Rafeiro","2022","118,3","0","0","0","0","0","118,3","0","0","0","0","0","0"
="4123",="05","Geometrical Figures, Lda","2022","224,2","0","0","0","0","115,4","0","0","0","108,8","0","0","0"
="4166",="30","JVMS - Construção, Conservação e Manutenção Industrial, Lda","2022","386,48","0","0","386,48","0","0","0","0","0","0","0","0","0"
="4213",="06","Américo Fernando Ferreira da Rocha Unip. Lda","2022","1288,99","39,35","260,25","237,81","152,98","0","0","123,48","354,19","0","41,8","79,13","0"
="4250",="30","Maria de Lurdes Freitas R. B. Meireles(Meical)","2022","76,3","0","0","0","0","0","0","76,3","0","0","0","0","0"
="4252",="06","CEIIA","2022","302,27","0","0","0","0","0","36,8","0","0","0","128,97","136,5","0"
="4319",="06","TEIJIN AUTOMOTIVE TECHNOLOGIES PORTUGAL, S.A.","2022","4127,8","268","0","213,6","356","754,4","14,7","356","0","1520,5","220,5","390","34,1"
="4334",="12","Harcane - Indústria de Portugal Unipessoal, Lda","2022","212,7","0","0","0","157,2","0","55,5","0","0","0","0","0","0"
